ra,dec,RAdeg_OC,DECdeg_OC,freqc,w50,snr,flux,rms,distance,HImass,code
170.15833,26.33694,170.15042,26.33889,1384.15924,70,6,0.88,5.08,118.3,9.33,1
170.17822,26.8607,170.19251,26.88277,1405.29227,202,32.6,2.05,1.45,48,9.04,3
170.27626,26.10111,170.27333,26.09444,1351.92618,176,9.2,1.36,1.65,232.9,9.96,1
170.31006,26.485,170.2773,26.49246,1402.14896,60,6.1,0.22,1.14,58.3,8.24,3
170.31584,26.25,170.31375,26.25139,1391.50875,167,24.8,2.32,3.08,93.5,9.76,1
170.44376,25.9825,170.44376,25.97139,1392.26347,213,9.8,2.4,2.19,90.9,9.47,1
170.48584,26.06899,,,1351.5813,15,5.5,0.36,3.02,234.3,9.64,4
170.48584,26.06899,170.49452,26.04757,1351.6118,43,5,0.2,3.19,239.3,9.43,3
170.50781,26.46417,170.54069,26.44841,1398.57841,83,10,0.38,1.35,70,8.64,3
170.50792,25.92028,170.50876,25.92083,1391.08629,197,19.4,3.82,2.13,94.9,9.89,1
170.72542,26.60778,170.72375,26.605,1392.61382,203,11.4,1.81,2.21,89.8,9.53,1
170.72754,26.58924,170.72388,26.6049,1392.68851,153,20.8,1.67,1.85,89.5,9.49,3
170.75917,26.11695,170.76125,26.11278,1375.77115,172,10.9,1.6,1.83,147.3,9.8,1
170.90332,27.09091,170.87497,27.09726,1316.2725,118,13.9,1.6,3.51,371.2,10.68,3
170.99707,26.56,171.0025,26.55944,1390.90012,56,8.8,0.52,1.59,95.5,9.05,1
171.00166,26.65306,170.9975,26.65361,1350.63638,122,5.8,0.49,2.97,237.7,9.79,1
171.03999,26.57306,171.04999,26.56944,1355.20675,315,10.8,1.83,2.52,220.9,10.3,1
171.05417,26.24972,171.05499,26.24556,1413.42344,129,25.1,3.01,2.26,22,8.53,1
171.0791,26.21443,171.06216,26.2064,1413.37943,132,48.5,1.78,1,22.1,8.31,3
171.09915,26.29361,171.09792,26.29028,1354.35391,141,7.8,0.97,2.17,224,10.04,1
171.10791,27.0025,171.10582,27.00278,1391.62236,96,7.9,0.76,2.28,93.1,9.18,1
171.21094,26.58924,171.20524,26.60722,1402.3931,167,13.3,0.99,1.33,57.5,8.9,3
171.21249,26.60278,171.20541,26.60695,1402.49126,169,10.7,1.23,1.84,57.1,8.82,1
171.3208,26.27681,,,1403.73588,80,8.4,0.2,1.63,53.1,8.45,4
171.35793,26.35278,171.3625,26.34722,1407.49434,117,9.6,1.04,1.78,40.9,8.61,1
171.54625,26.76167,171.54041,26.75945,1374.80352,96,7.1,1.16,3.26,150.7,9.85,1
171.5704,26.81556,171.57709,26.80972,1374.62612,59,7.4,0.52,2.12,151.3,9.43,1
171.58447,27.02808,171.57362,27.01565,1397.1746,92,11.2,0.86,3.41,74.6,9.04,3
171.66833,26.36306,171.66042,26.36056,1391.07721,70,8.2,0.94,2.39,94.9,9.33,1
171.69125,26.37056,171.68625,26.37556,1391.1635,113,6.6,0.54,1.91,94.6,9.14,1
171.69434,26.92344,171.66387,26.89383,1397.14408,112,15.9,0.84,1.29,74.7,9.04,3
171.70917,26.19222,171.71251,26.19639,1392.28621,181,7.6,1.13,2.35,90.9,9.45,1
171.86667,26.06,171.86084,26.05722,1388.09099,136,9.3,1.12,2.96,105,9.45,1
171.88042,26.64806,171.87375,26.65528,1374.89667,198,8,1.83,1.64,150.3,9.97,1
171.89667,26.17361,171.90125,26.17861,1387.187375,161,7.6,1.02,2.35,106.9,9.44,5
171.94499,26.97639,171.94458,26.98583,1373.868119,69,5.3,0.43,2.2,149.4,9.35,5
171.94917,25.83972,171.94917,25.84139,1375.26053,277,6.5,0.98,2.35,149.1,9.67,1
171.95125,26.96111,171.94292,26.95945,1373.894715,67,5.2,0.44,2.27,149.3,9.36,5
171.98749,26.68778,171.97415,26.67528,1344.424568,58,5.6,0.44,2.27,246.4,9.8,5
172.00195,26.8398,172.00231,26.81078,1361.04178,80,17.3,0.5,1.27,199.6,9.65,3
172.03792,26.7025,172.03041,26.71334,1347.389599,95,4.1,0.4,2.22,236.4,9.72,5
172.15576,26.90252,172.15629,26.89969,1360.40092,138,14.3,0.77,1.51,201.9,9.85,3
172.17773,26.75622,172.16933,26.7734,1397.1746,93,14.4,0.6,1.16,74.6,8.89,3
172.19415,26.04833,172.19624,26.03833,1373.8594,363,11,2.65,2.83,153.9,10.15,1
172.27834,25.78667,172.28084,25.79139,1342.724623,504,8.6,2.37,2.45,252.2,10.55,5
172.29017,25.81628,172.2827,25.81364,1347.2173,99,15.4,1.25,2.1,250.5,10.24,3
172.40791,26.2875,172.39874,26.285,1374.13408,128,5.6,0.51,3.05,153,9.45,1
172.41943,25.86154,172.44729,25.86726,1347.27836,101,17.7,1.32,1.89,250.3,10.26,3
172.46338,25.86154,172.44729,25.86726,1330.49369,109,10.6,0.52,2.28,314.6,10.05,3
172.46338,26.98621,,,1397.23563,105,19.2,1.33,2.26,74.4,9.23,4
172.6075,26.99917,172.60458,27.00222,1376.3755,147,5.5,1.15,3.29,145.2,10.17,1
172.61334,25.81556,172.61624,25.81611,1374.338134,243,5.5,0.94,2.43,148,9.69,5
172.67375,26.7025,172.67041,26.69056,1368.046316,166,4.8,0.63,2.27,168.3,9.62,5
172.72626,26.08028,172.72417,26.07722,1388.299928,145,7,0.87,2.31,103.4,9.34,5
172.72876,26.33195,172.72209,26.32445,1374.52414,250,7.6,1.88,3.23,151.6,10.01,1
172.771,26.98621,172.75178,26.99819,1316.30301,112,20.9,1.9,2.2,371.1,10.75,3
172.77391,25.81505,172.77768,25.80428,1411.57889,101,8.2,0.99,1.92,27.8,8.26,3
172.78583,26.04583,172.785,26.04583,1349.40885,217,7.9,1.04,2.48,242.3,10.04,1
172.79208,26.23889,172.78958,26.22639,1375.097043,316,7.1,1.31,2.31,145.5,9.82,5
172.79297,25.96522,172.75223,25.96885,1363.17801,101,8.9,0.6,1.74,191.9,9.7,3
172.83749,26.29833,172.83916,26.29528,1375.13627,316,6,1.71,2.84,149.5,9.93,1
172.85889,25.86154,172.8541,25.86171,1363.17801,112,17.8,1.39,2.19,191.9,10.06,3
172.88404,25.87774,172.89782,25.88406,1363.23905,117,11.1,0.92,1.98,191.7,9.9,3
172.88832,26.06833,172.89626,26.06222,1377.026932,153,4.9,0.74,2.71,139.3,9.53,5
172.91959,26.88028,172.92499,26.87583,1375.61678,159,5.1,0.72,2.52,143.8,9.54,5
172.94666,26.48195,172.94,26.47583,1375.60682,228,5,0.4,2.13,147.9,9.3,1
172.99072,25.8201,172.95378 ,25.82467 ,1411.54838,104,13.1,0.78,2.55,27.9,8.15,3
173.14453,27.00714,173.09785 ,26.98029 ,1416.91947,66,9.9,1.05,2.5,10.9,7.47,3
173.1665,26.94436,173.21281,26.93165,1360.3704,123,17.4,1.79,1.64,202.1,10.22,3
173.23242,25.88227,173.22817,25.89283,1363.6663,79,5,0.26,2.38,190.2,9.35,3
173.33292,26.55167,173.33209,26.55694,1375.45141,160,10.8,1.1,1.63,148.4,9.74,1
173.48375,26.35833,173.47835,26.36389,1376.21547,146,6.6,1,2.46,145.7,9.69,1
173.49609,27.00714,,,1417.10258,90,12.1,1.17,2.2,10.3,7.47,4
173.59666,26.07333,173.60001,26.07333,1342.09454,272,8.6,1.94,2.83,269.9,10.4,1
173.61624,25.88305,173.61417,25.87639,1376.995762,595,10.5,3.05,2.19,139.4,10.15,5
173.71582,25.88227,173.71567,25.86594,1363.87992,94,8.7,0.55,2.57,189.4,9.65,3
173.74208,25.935,173.73958,25.94555,1376.30437,187,6.5,0.99,1.91,145.4,9.66,1
174.02344,27.04902,174.03181,27.08097,1397.23563,130,13.5,1.3,1.82,74.4,9.22,3
174.13043,26.86528,174.12709,26.86083,1374.66603,80,43.5,4.28,2.31,151.1,10.35,1
174.15527,26.63096,174.14771,26.63987,1332.01957,117,12.4,0.58,1.1,308.6,10.08,3
174.16251,26.06944,174.15126,26.07722,1376.884451,173,5.6,0.83,2.52,139.7,9.58,5
174.17543,26.73778,174.17792,26.72695,1374.639822,137,5,0.58,2.21,146.9,9.47,5
174.19922,26.92344,174.218,26.95336,1397.32718,90,11.4,0.5,1.34,74.1,8.8,3
174.32458,26.43278,174.3204,26.41861,1377.38096,119,6.7,0.56,2.36,141.7,9.6,1
174.36542,26.45194,174.36002,26.45611,1378.15162,124,17.3,1.99,2.13,139,9.88,1
174.41499,26.60778,174.40918,26.60472,1353.053752,37,4.3,0.29,2.37,217.5,9.51,5
174.44092,26.98621,,,1316.57767,114,6.1,0.72,3.01,369.9,10.54,4
174.48486,26.52669,,,1414.93583,123,7.1,0.38,1.18,17.2,7.42,4
174.63867,26.54753,174.62677,26.57526,1331.98905,67,6.1,0.31,1.25,308.7,9.82,3
174.68262,27.00714,174.66447,27.01968,1333.02665,69,8.1,0.73,2.64,304.7,10.17,3
174.72542,26.315,174.72166,26.30972,1391.92238,167,16.7,2.01,2.97,92.1,9.32,1
174.77583,26.41722,174.79416,26.435,1388.662118,57,11,0.77,2.05,102.3,9.28,5
174.78,26.36944,174.76582,26.36167,1388.852343,149,9.8,1.08,2,101.7,9.42,5
174.87541,26.3125,174.87375,26.30917,1388.54784,262,43.6,7.19,4.25,103.4,10.18,1
174.96496,26.48465,174.97948,26.47009,1375.14091,174,43.8,2.76,1.29,149.5,10.15,3
175.14542,26.95972,175.13126,26.96806,1352.095688,129,4.5,0.51,2.24,220.7,9.77,5
175.19209,26.38278,175.19499,26.38333,1388.372351,151,6.9,0.74,1.94,103.2,9.27,5
175.2421,25.78583,175.23502,25.78056,1388.603249,274,28.1,4.78,2.29,102.5,10.07,5
175.29785,26.46417,175.30355,26.45348,1403.79691,104,7.2,0.59,1.36,52.9,8.58,3
175.30583,26.44944,175.30333,26.45333,1403.82194,98,5.1,1.04,1.97,52.8,8.74,1
175.41125,25.87695,175.40251,25.88,1388.354244,401,16,3.23,2.25,103.2,9.91,5
175.53708,25.96889,175.53542,25.97389,1388.707405,200,15.6,2.17,2.2,102.1,9.73,5
175.53955,26.485,175.56901,26.48994,1399.46342,155,22.2,1.02,1.15,67.1,9.03,3
175.56152,26.00672,175.57061,25.9985,1392.10868,107,10.2,0.39,2.16,91.5,9.24,3
175.67917,26.33528,175.68791,26.3425,1378.26306,30,16.8,0.45,2.15,138.6,9.19,1
175.765,26.26583,175.7579,26.25833,1376.94034,298,17,3.15,2.23,143.2,9.96,1
175.80322,26.90252,175.75863,26.9156,1333.42338,117,9.4,0.82,3.73,303.1,10.22,3
175.95209,26.46472,175.94666,26.47222,1376.42885,93,10.9,1.2,2.2,145,9.63,1
175.96957,26.17833,175.97374,26.18305,1377.25186,114,6.2,0.4,3.51,142.1,9.24,1
176.08717,26.21397,,,1383.50272,99,10.5,0.91,2.34,120.6,9.49,4
176.14626,25.91139,176.13875,25.90222,1384.742424,67,6.6,0.51,2.09,114.7,9.2,5
176.31958,26.76,176.32291,26.76722,1378.85176,351,14.2,2.6,2.24,136.6,10.03,1
176.39542,26.78944,176.38916,26.78333,1384.296767,147,5.2,0.59,2.09,116,9.27,5
176.44167,26.17861,176.44417,26.17555,1401.77615,48,7.5,0.48,2.25,59.5,8.6,1
176.44876,26.11528,176.45334,26.11972,1384.809972,191,7.6,1.05,2.21,114.4,9.51,5
176.79199,27.09091,,,1316.21146,106,18.6,2.6,3.52,371.4,10.89,4
176.79375,26.37,176.80251,26.36028,1347.43752,281,5,0.26,1.18,249.7,9.56,1
176.81584,26.8225,176.81834,26.83417,1391.0545,70,6.4,0.41,2.39,95,8.95,1
176.87988,27.04902,176.85664,27.01772,1397.08304,117,20.3,1.87,1.73,74.9,9.38,3
176.92918,26.28028,176.93083,26.27639,1384.26265,121,6.3,0.69,2.13,118,9.26,1
177.01042,26.27528,177.02834,26.27361,1347.81683,277,7.3,1.43,1.39,248.3,10.3,1
177.05566,27.09091,,,1316.05887,120,11.5,1.2,3.29,372.1,10.74,4
177.09875,26.76306,177.09875,26.76194,1390.77755,99,6.7,0.58,3.33,95.9,9.12,1
177.10957,25.76694,177.10709,25.76805,1359.333937,192,17.4,2.75,2.54,196.8,10.4,5
177.25342,27.02808,,,1412.18925,389,83.3,10.43,1.95,25.9,9.21,4
177.28833,27.02139,177.28917,27.02194,1411.94818,408,85.4,15.88,2.16,26.7,9.78,1
177.29736,26.90252,,,1332.20267,109,11.9,0.54,1.45,307.9,10.05,4
177.31209,26.49889,177.30374,26.49639,1359.09098,178,7,0.87,2.1,197.5,9.9,5
177.32999,26.12389,177.32834,26.12167,1403.57224,246,91.5,9.17,1.47,53.6,9.8,1
177.35126,26.735,177.34792,26.74083,1411.68156,213,41.2,4.78,1.16,27.5,9.04,1
177.48291,26.34556,177.48584,26.35028,1356.41463,175,9.7,1.65,2.24,216.5,10.07,1
177.52666,26.47333,177.51875,26.48,1412.009,178,58.3,5.84,1.2,26.5,8.98,1
177.57417,25.94972,177.58376,25.96167,1402.82369,109,26.1,11.52,4.88,56.1,9.98,1
177.58458,26.46611,177.57916,26.46334,1357.055294,151,7.2,0.87,2.2,204.2,9.93,5
177.59708,25.975,177.60541,25.98917,1403.02231,142,75.7,10.84,2.52,55.4,9.89,1
177.60498,26.90252,177.61746,26.88082,1332.4163,135,12.1,0.6,1.6,307.1,10.1,3
177.60498,27.02808,177.6065,27.04059,1396.8389,130,29.3,2.68,1.82,75.7,9.55,3
177.64893,25.94448,177.61129 ,25.98125 ,1411.45682,102,17.9,1.1,1.44,28.2,8.31,3
177.73958,26.00361,177.74208,26.005,1389.81137,83,6.9,0.97,3.08,99.2,9.34,1
177.75879,27.09091,177.72824,27.05958,1316.02836,111,19.3,2.69,3.89,372.2,10.91,3
177.85709,26.78778,177.84666,26.78361,1389.636441,247,7.4,1.08,2.08,99.1,9.4,5
177.86043,25.80444,177.86043,25.80944,1389.67993,198,9.3,2.33,2.2,99.6,9.75,1
177.9126,26.98621,,,1316.02836,137,13.3,1.68,3.86,372.2,10.86,4
177.93457,27.09091,177.92367,27.0757,1316.08939,111,24.5,3.27,3.85,371.9,10.99,3
178.01457,25.7525,178.01083,25.75111,1393.989952,219,26.2,3.78,2.18,83.3,9.79,5
178.04443,26.98621,178.01409,26.99951,1316.15043,128,12.4,1.46,3.01,371.7,10.83,3
178.06834,26.80583,178.04959,26.81111,1403.218466,111,5,0.54,2.26,54.9,8.58,5
178.08838,26.98621,,,1316.21146,115,11.4,1.29,2.61,371.4,10.84,4
178.32208,25.98139,178.31833,25.98333,1403.29491,67,11.4,1.36,1.97,54.5,9.2,1
178.33499,25.99306,178.32957,25.98944,1395.1215,114,16.5,0.94,1.34,81.4,9.16,1
178.50586,26.42251,178.51255,26.40083,1397.23563,133,9.6,0.58,1.93,74.4,8.87,3
178.52783,26.485,,,1397.29667,163,15.9,0.72,1,74.2,8.96,4
178.52853,26.65524,178.52502,26.67243,1405.59745,125,55,2.04,2.05,47.1,9.36,3
178.57178,25.86154,178.58507,25.84661,1347.36991,95,10.5,0.54,1.85,250,9.88,3
178.6377,26.71445,,,1397.41874,124,13.1,0.46,1.37,73.8,8.76,4
178.65967,26.19364,178.66535,26.19806,1396.41166,54,25.2,0.48,1,77.1,8.82,3
178.66374,25.94639,178.66541,25.94389,1397.48238,90,6,0.2,2.53,73.6,8.41,1
178.67667,26.41611,178.67999,26.4075,1374.0366,147,8.3,0.36,2.17,153.3,9.88,1
178.68208,26.00028,178.68625,26.005,1406.49087,85,6.6,0.56,2.55,44.2,8.42,1
178.74625,26.20389,178.74374,26.20222,1396.43364,33,110.1,4.24,1.08,77.1,9.67,1
178.76953,26.54753,178.76278,26.51104,1332.81302,145,14.6,0.84,0.94,305.5,10.24,3
178.89542,25.88917,178.89626,25.88917,1396.99674,259,54.5,6.48,2.44,75.2,9.93,1
178.96729,27.06996,178.93731,27.07971,1316.7913,87,8.2,0.46,3.66,369.1,10.49,3
178.99001,25.84389,178.99834,25.84222,1401.348243,144,6.5,0.86,2.46,60.6,8.87,5
179.09912,27.06996,179.11571,27.0519,1316.91337,87,11.5,1.07,3.33,368.6,10.5,3
179.12668,26.735,179.125,26.73556,1380.80876,218,11.3,1.29,1.21,129.8,9.7,1
179.14458,25.82722,179.14708,25.82167,1397.2441,133,16.8,1.95,2.89,74.4,9.4,1
179.26834,26.06833,179.25749,26.06889,1353.57953,24,10.2,0.59,2.26,226.9,9.84,1
179.32083,26.52194,179.32375,26.51694,1388.69717,162,7.1,0.31,3.6,102.9,9.2,1
179.56055,27.00714,179.53984,27.02331,1357.41019,103,16.9,1.71,2.26,212.8,10.24,3
179.56583,26.325,179.55833,26.30917,1388.499109,79,5.7,0.52,2.26,102.7,9.11,5
179.68958,26.89917,179.68916,26.90055,1389.90657,74,11.2,0.92,3.38,98.9,9.32,1
179.78667,26.60695,179.78127,26.60722,1389.21781,158,7.7,0.91,3.51,101.2,9.7,1
179.86874,26.15556,179.87001,26.16833,1348.81941,244,7.8,1.57,1.33,244.5,10,1
179.92001,26.54972,179.91708,26.54639,1389.34464,117,32.4,3.57,2.92,100.7,9.92,1
179.93408,26.27681,179.96635,26.30054,1401.20292,96,20.8,0.8,1.02,61.4,8.85,3
179.96333,26.81,179.96167,26.81306,1403.86818,144,15.2,1.34,2.95,52.7,9.06,1
179.96458,26.3025,179.96584,26.30055,1401.2184,96,20.2,1.36,1.2,61.3,9.07,1
179.97803,26.98621,179.98818,26.98687,1317.12699,107,10.6,0.71,1.87,367.7,10.32,3
179.98167,26.06695,179.97708,26.06944,1376.39773,95,5,0.74,1.53,145.1,9.56,1
180.06375,26.51139,180.06291,26.49528,1403.76644,125,9.6,1.03,2.92,53,8.69,1
180.15381,25.94448,180.13958,25.93856,1347.06473,103,16.7,1.09,1.85,251.1,10.18,3
180.1675,26.74917,180.16083,26.76056,1356.64351,115,6.4,0.46,1.72,215.6,9.8,1
180.21973,25.96522,180.23013,25.96233,1395.0994,119,6.5,0.38,1.61,81.5,8.76,3
180.21973,25.84082,180.19893,25.83779,1330.76835,98,14.8,1.02,2.45,313.5,10.35,3
180.2417,25.8201,180.19890 ,25.83778 ,1363.17801,104,7.8,0.59,2.52,191.9,10.06,3
180.24374,26.94305,180.23749,26.95444,1380.94748,136,7.2,1.2,3.79,129.3,9.66,1
180.37354,25.86154,180.36952,25.89798,1347.06473,98,22.2,2.29,2.29,251.1,10.51,3
180.43945,26.71445,,,1377.30765,133,6,0.79,1.21,141.9,9.56,4
180.4834,26.71445,180.47877,26.75254,1377.58231,132,5.5,0.24,1.32,141,9.03,3
180.54932,27.06996,180.54269,27.0937,1316.33353,109,24.4,3.2,3.47,370.9,10.98,3
180.63721,26.8189,180.61084,26.82545,1332.66044,87,5.6,0.6,1.1,306.1,10.09,3
180.7251,26.56838,,,1361.46903,104,9.5,0.62,1.1,198.1,9.86,4
180.76904,26.52669,180.77303,26.51004,1345.17264,51,6.4,0.48,1.33,258.2,9.85,3
180.81299,25.903,180.85866,25.91363,1330.95145,104,16.8,1.22,2.11,312.8,10.42,3
180.83167,26.57667,180.82167,26.57806,1405.1088,116,19.2,1.17,1.6,48.6,9,1
180.83496,27.04902,,,1361.04178,80,5.4,0.65,2.71,199.6,9.85,4
180.85709,25.905,180.86459,25.90833,1374.37362,237,6.4,1,2.26,147.7,9.71,5
180.87891,26.46417,180.92763,26.44962,1332.93509,116,12,0.7,1.15,305,10.15,3
180.92285,26.38086,180.91563,26.35989,1318.5308,95,5,0.26,2.88,362.1,9.9,3
180.96959,26.01278,180.97168,26.01028,1400.905662,118,7.5,0.74,2.01,62,8.83,5
181.06708,26.14972,181.06917,26.14861,1375.68232,218,14,1.49,1.54,147.6,9.89,1
181.09863,26.71445,181.0989,26.71855,1401.90482,139,13.1,1.49,1.41,59.1,9.08,3
181.14258,26.798,,,1345.20316,97,6,0.77,1.27,258.1,10.06,4
181.21083,26.99306,181.21584,26.9925,1417.73568,141,22.8,3.69,2.53,8.4,7.78,1
181.23047,26.92344,181.2525,26.9439,1397.6934,64,12.3,1.85,1.52,72.9,9.36,3
181.27415,26.76194,181.2679,26.75333,1405.81341,112,12.8,0.73,1.49,46.4,8.91,1
181.27441,26.50584,181.31608,26.49449,1402.02689,120,15.2,0.69,1.08,58.7,8.74,3
181.27441,26.54753,181.29102,26.56168,1332.38578,152,8.2,0.23,1.2,307.2,9.68,3
181.29639,26.69357,181.30198,26.68887,1332.38578,140,12.5,0.73,1.01,307.2,10.36,3
181.29639,26.40168,181.28227,26.37634,1402.14896,96,9.7,0.27,1.32,58.3,8.33,3
181.40625,26.6727,181.40811,26.66838,1332.53837,171,7.5,0.27,1.14,306.6,9.75,3
181.47217,26.6101,181.45003,26.59887,1361.22489,123,22.6,1.51,2.63,199,10.13,3
181.49414,26.71445,181.48981,26.67825,1377.61283,111,16,0.92,1.81,140.9,9.62,3
181.51611,27.06996,181.54246,27.04903,1316.76078,91,12.6,1.07,2.33,369.2,10.54,3
181.604,25.86154,,,1363.87992,86,5.1,0.24,1.88,189.4,9.65,4
181.71709,26.4225,181.72168,26.42611,1373.78853,238,9.3,2.33,2.33,154.2,10.21,1
181.80176,25.84082,181.79304,25.83801,1380.14579,99,6.9,0.47,2.56,132.1,9.27,3
181.81332,27.06472,181.80624,27.06667,1407.62452,49,8.8,0.58,3.34,40.5,8.35,1
181.82373,26.90252,181.79915,26.91604,1361.28592,122,13.5,0.75,1.76,198.7,9.83,3
181.91162,26.98621,181.90801,26.99005,1357.31864,102,15.6,1.59,2.95,213.2,10.21,3
182.01584,26.35472,182.01791,26.35278,1405.07637,117,6.9,0.67,2.88,48.7,8.57,1
182.02148,25.84082,182.03437,25.81228,1380.29838,122,7.3,0.64,2.51,131.6,9.4,3
182.05916,25.75639,182.04958,25.75722,1387.097002,279,8.6,1.31,2.04,101.8,9.5,5
182.08583,27.005,182.07333,26.99944,1342.3186,77,5.7,0.54,4.41,269,9.86,1
182.10937,27.00714,182.07975,27.00536,1333.51493,79,12.5,0.83,2.37,302.8,10.22,3
182.17084,26.93194,182.17416,26.93472,1343.42736,120,7.2,1.06,3.94,264.8,10.22,1
182.24121,26.04823,182.23637 ,26.00703 ,1331.40922,98,10,0.43,1.29,311,9.96,3
182.28516,26.21443,182.28221 ,26.25427 ,1410.35819,101,6.6,0.3,1.95,31.7,7.81,3
182.3291,26.50584,182.32986,26.49041,1361.86576,100,10.5,0.36,1.05,196.6,9.5,3
182.34665,26.21722,182.33665,26.21222,1370.309133,195,8.6,1.1,2.04,160.8,9.83,5
182.35107,26.27681,182.33627,26.27741,1410.26664,141,10.7,0.67,2.91,32,8.21,3
182.37248,26.22528,182.37,26.22611,1410.2146,147,44.6,5.08,1.82,32.2,9.09,1
182.52876,26.28528,182.52083,26.28028,1408.01522,154,11.8,0.28,2.6,39.3,8,1
182.5708,26.40168,182.56618,26.38229,1402.54569,111,11.7,0.61,1.15,57,8.66,3
182.57751,26.43333,182.57625,26.43056,1390.14235,92,13.8,1.71,3.64,98.1,9.6,1
182.5975,26.36472,182.61043,26.36722,1383.909864,102,5.8,0.48,1.85,117.2,9.19,5
182.66208,25.93278,182.64459,25.92833,1390.55063,186,5,0.7,2.15,96.7,9.22,1
182.70125,25.84,182.68791,25.84417,1391.40425,210,7.8,1.16,2.53,93.8,9.37,1
182.83292,26.03333,182.83501,26.03167,1384.11428,81,9.1,0.61,2.18,118.5,9.43,1
182.87842,26.90252,182.90045,26.91116,1333.57596,79,7.4,0.81,2.14,302.6,10.21,3
182.87842,26.90252,182.90045,26.91116,1361.46903,151,10.7,0.85,1.84,198.1,9.94,3
183.1825,26.04611,183.1875,26.04,1408.35493,99,17.9,1.1,1.28,38.2,8.63,1
183.25195,27.00714,183.25371,26.98857,1333.637,104,9.1,0.68,3.93,302.3,10.14,3
183.62549,26.19364,183.59112,26.20508,1410.17509,15,5,0.2,1.87,32.3,7.69,3
183.64293,26.10917,183.65251,26.11306,1386.550497,155,5,0.68,2.44,108.8,9.28,5
183.82324,26.798,183.77781,26.81299,1356.83036,63,5.7,0.61,3.4,214.9,9.98,3
183.98375,26.66556,183.98041,26.66222,1384.9465,167,16.9,2.09,2.89,115.7,9.8,1
184.06494,27.06996,184.05454 ,27.02575 ,1316.7913,231,12.5,0.25,3.69,369.1,10.39,3
184.08333,26.76944,184.07709,26.76528,1387.910784,161,6.5,0.76,2.05,104.5,9.29,5
184.15335,26.23573,184.14458,26.23126,1372.08915,211,29.2,6.88,3.4,160.2,10.9,3
184.2127,26.01104,184.21911,26.00265,1399.34134,265,17.9,3.49,1.52,67.5,9.57,3
184.22708,25.77389,184.22874,25.775,1390.575803,191,5,0.71,2.26,96.1,9.19,5
184.35059,26.42251,184.39307 ,26.44984 ,1402.66776,116,10,0.94,1.44,56.6,8.85,3
184.40208,26.40139,184.38792,26.39778,1385.86086,170,5,0.68,4.2,112.5,9.3,1
184.41167,26.97833,184.39583,26.98167,1367.782661,180,5,0.65,2.13,168.9,9.64,5
184.44751,26.02861,184.45125,26.03056,1385.152321,396,8.5,1.78,2.36,113.2,9.73,5
184.46045,25.8201,184.51342,25.80596,1363.72733,60,7.2,0.37,2.65,189.9,9.48,3
184.49251,27.11556,184.49042,27.1075,1351.53598,90,6.7,0.83,2.47,234.4,10,1
184.62917,26.01,184.63167,25.99917,1385.805955,159,5.1,0.66,2.29,111.1,9.28,5
184.815,25.93278,184.81332,25.93056,1389.26921,342,8.5,1.51,2.14,100.2,9.55,5
184.83958,25.76583,184.83958,25.76833,1387.426921,91,6.6,0.63,2.2,106,9.22,5
184.85596,25.8201,184.81301,25.83227,1392.20023,91,13.9,1.26,2.1,91.2,9.38,3
184.88583,25.74556,184.875,25.7425,1386.193919,172,7.3,0.97,2.27,109.9,9.44,5
185.09766,26.42251,185.11344,26.43106,1402.75931,97,8.8,0.2,2.06,56.3,8.17,3
185.09958,26.69972,185.09915,26.70278,1370.27647,197,40.3,1.38,2.78,166.6,9.94,1
185.11963,25.8201,185.13263,25.79271,1395.67924,67,7.5,0.34,2.27,79.6,8.7,3
185.27344,26.38086,185.26532,26.35306,1398.85306,73,7.4,0.2,1.31,69.1,8.35,3
185.30418,26.64556,185.29042,26.635,1368.758692,162,4.8,0.62,2.24,165.8,9.6,5
185.44041,25.8875,185.44084,25.88417,1388.263719,548,21,5.09,1.97,103.4,10.11,5
185.46667,26.36139,185.46375,26.36361,1387.30015,210,14.9,1.25,3.92,107.7,9.71,1
185.48042,25.9575,185.48502,25.95667,1389.60289,120,5.1,0.45,2.78,99.9,9.02,1
185.49316,26.38086,,,1398.66996,92,9.9,0.48,1.49,69.7,8.73,4
185.54333,26.05167,185.5425,26.05167,1415.60214,111,45.3,5.34,2.22,15.1,8.48,1
185.64697,27.06996,185.68635,27.09047,1317.43217,103,20.6,1.96,2.67,366.5,10.76,3
186.03874,26.23028,186.04124,26.23111,1419.04347,98,7,0.73,4.3,6.7,6.78,1
186.15234,25.84082,186.14851,25.86183,1394.94681,112,5,0.28,2.22,82,8.64,3
186.26584,25.95667,186.27083,25.95722,1389.49414,213,6.1,4.67,1.83,100.2,9.9,1
186.32959,26.71639,186.32501,26.71445,1418.91589,127,131.8,10.54,2.13,4.7,7.9,1
186.35404,26.2353,186.36516 ,26.27318 ,1357.6467,67,14.2,3.72,2.83,211.9,10.59,3
186.40417,26.16667,186.40042,26.16306,1376.7357,160,9.3,1.22,1.99,143.9,9.76,1
186.42543,26.805,186.42667,26.81,1419.11436,55,21,1.77,1.55,4,6.83,1
186.43459,26.76833,186.43709,26.76667,1388.67001,90,6.1,0.92,3.67,103,9.36,1
186.44209,26.08417,186.4425,26.08222,1387.472127,239,6.5,1.04,2.3,105.8,9.44,5
186.50375,25.78639,186.50958,25.795,1388.304454,230,6.7,0.96,2.1,103.2,9.38,5
